event_id,minute,grade_from,grade_to,basis_weight,basis_weight_target,stock_flow,filler_flow,steam_pressure,machine_speed,ash_content,caliper,recipe_headroom
37,8,SC-60,FINE-90,80.38,90.0,532.82,23.02,3.914,1041.4,12.058,0.126,4.407
37,9,SC-60,FINE-90,82.548,90.0,530.9,24.49,4.0,1041.9,12.058,0.126,4.407
37,10,SC-60,FINE-90,83.239,90.0,539.02,24.46,3.987,1028.0,12.058,0.126,4.407
37,11,SC-60,FINE-90,84.241,90.0,545.92,25.69,4.107,1019.2,12.058,0.126,4.407
37,12,SC-60,FINE-90,84.652,90.0,546.98,25.06,4.134,1012.4,12.058,0.126,4.407
37,13,SC-60,FINE-90,85.583,90.0,551.96,24.89,4.143,1012.2,12.058,0.126,4.407
37,14,SC-60,FINE-90,86.877,90.0,555.85,25.75,4.148,1005.4,12.058,0.126,4.407
37,15,SC-60,FINE-90,86.355,90.0,555.82,25.49,4.202,1000.7,12.058,0.126,4.407
37,16,SC-60,FINE-90,87.315,90.0,558.38,26.52,4.226,993.5,12.058,0.126,4.407
37,17,SC-60,FINE-90,88.056,90.0,559.28,25.82,4.224,1002.5,12.058,0.126,4.407
37,18,SC-60,FINE-90,88.202,90.0,561.19,26.32,4.149,994.7,12.058,0.126,4.407
37,19,SC-60,FINE-90,88.745,90.0,566.09,27.2,4.186,987.9,12.058,0.126,4.407
37,20,SC-60,FINE-90,88.519,90.0,562.87,27.06,4.222,990.2,12.058,0.126,4.407
37,21,SC-60,FINE-90,88.853,90.0,563.25,26.82,4.17,992.8,12.058,0.126,4.407
37,22,SC-60,FINE-90,88.89,90.0,566.87,26.58,4.262,988.8,12.058,0.126,4.407
37,23,SC-60,FINE-90,89.177,90.0,563.81,26.88,4.328,988.5,12.058,0.126,4.407
37,24,SC-60,FINE-90,88.88,90.0,564.89,27.08,4.326,986.7,12.058,0.126,4.407
38,0,FINE-90,SC-52,91.739,52.0,555.35,26.85,4.287,994.8,9.596,0.0823,2.07
38,1,FINE-90,SC-52,84.325,52.0,522.18,24.86,4.05,1026.5,9.596,0.0823,2.07
38,2,FINE-90,SC-52,77.803,52.0,497.89,22.57,3.839,1051.8,9.596,0.0823,2.07
38,3,FINE-90,SC-52,72.569,52.0,476.71,22.24,3.744,1085.4,9.596,0.0823,2.07
38,4,FINE-90,SC-52,68.01,52.0,458.38,20.0,3.547,1096.5,9.596,0.0823,2.07
38,5,FINE-90,SC-52,65.406,52.0,440.84,17.57,3.47,1111.4,9.596,0.0823,2.07
38,6,FINE-90,SC-52,62.984,52.0,429.3,18.27,3.222,1130.7,9.596,0.0823,2.07
38,7,FINE-90,SC-52,60.644,52.0,423.71,18.24,3.197,1133.6,9.596,0.0823,2.07
38,8,FINE-90,SC-52,58.781,52.0,410.03,16.64,3.165,1146.5,9.596,0.0823,2.07
38,9,FINE-90,SC-52,57.634,52.0,407.22,16.2,3.008,1170.8,9.596,0.0823,2.07
38,10,FINE-90,SC-52,56.447,52.0,403.29,15.94,3.124,1160.2,9.596,0.0823,2.07
38,11,FINE-90,SC-52,55.777,52.0,394.75,15.56,3.065,1167.6,9.596,0.0823,2.07
38,12,FINE-90,SC-52,55.076,52.0,395.33,15.64,2.989,1178.4,9.596,0.0823,2.07
38,13,FINE-90,SC-52,54.182,52.0,394.01,16.17,2.977,1182.4,9.596,0.0823,2.07
38,14,FINE-90,SC-52,53.604,52.0,386.89,16.34,3.032,1183.7,9.596,0.0823,2.07
38,15,FINE-90,SC-52,53.325,52.0,391.35,14.25,2.916,1177.5,9.596,0.0823,2.07
38,16,FINE-90,SC-52,53.319,52.0,384.52,15.18,3.01,1193.9,9.596,0.0823,2.07
38,17,FINE-90,SC-52,52.827,52.0,386.48,15.45,2.924,1189.2,9.596,0.0823,2.07
38,18,FINE-90,SC-52,52.519,52.0,384.17,15.34,2.967,1199.0,9.596,0.0823,2.07
38,19,FINE-90,SC-52,52.597,52.0,383.67,16.14,2.928,1190.9,9.596,0.0823,2.07
38,20,FINE-90,SC-52,52.811,52.0,380.31,14.15,3.031,1200.0,9.596,0.0823,2.07
38,21,FINE-90,SC-52,52.424,52.0,384.86,13.83,2.871,1202.4,9.596,0.0823,2.07
38,22,FINE-90,SC-52,52.225,52.0,382.56,16.13,2.884,1194.3,9.596,0.0823,2.07
38,23,FINE-90,SC-52,52.343,52.0,384.8,15.46,2.835,1201.6,9.596,0.0823,2.07
38,24,FINE-90,SC-52,52.223,52.0,378.75,14.78,2.853,1191.1,9.596,0.0823,2.07
39,0,SC-60,NEWS-45,65.099,45.0,421.44,17.56,3.374,1172.9,12.745,0.0635,1.675
39,1,SC-60,NEWS-45,61.775,45.0,407.3,17.4,3.334,1185.5,12.745,0.0635,1.675
39,2,SC-60,NEWS-45,59.365,45.0,392.76,15.74,3.244,1195.1,12.745,0.0635,1.675
39,3,SC-60,NEWS-45,57.032,45.0,389.06,15.41,3.049,1193.8,12.745,0.0635,1.675
39,4,SC-60,NEWS-45,55.067,45.0,380.53,14.39,2.889,1206.3,12.745,0.0635,1.675
39,5,SC-60,NEWS-45,52.665,45.0,374.15,13.88,2.992,1210.4,12.745,0.0635,1.675
39,6,SC-60,NEWS-45,52.708,45.0,367.24,14.29,2.823,1222.5,12.745,0.0635,1.675
39,7,SC-60,NEWS-45,51.742,45.0,366.23,13.46,2.798,1224.0,12.745,0.0635,1.675
39,8,SC-60,NEWS-45,49.854,45.0,365.54,13.53,2.794,1224.6,12.745,0.0635,1.675
39,9,SC-60,NEWS-45,49.813,45.0,355.73,14.14,2.713,1222.5,12.745,0.0635,1.675
39,10,SC-60,NEWS-45,48.618,45.0,357.43,13.92,2.676,1223.8,12.745,0.0635,1.675
39,11,SC-60,NEWS-45,48.136,45.0,353.03,14.09,2.656,1235.8,12.745,0.0635,1.675
39,12,SC-60,NEWS-45,48.365,45.0,350.41,13.66,2.774,1232.9,12.745,0.0635,1.675
39,13,SC-60,NEWS-45,46.957,45.0,348.01,13.92,2.725,1241.6,12.745,0.0635,1.675
39,14,SC-60,NEWS-45,46.6,45.0,347.15,12.83,2.684,1231.7,12.745,0.0635,1.675
39,15,SC-60,NEWS-45,47.5,45.0,348.45,12.08,2.536,1249.2,12.745,0.0635,1.675
39,16,SC-60,NEWS-45,46.404,45.0,342.89,11.95,2.666,1245.8,12.745,0.0635,1.675
39,17,SC-60,NEWS-45,46.783,45.0,343.8,13.08,2.657,1244.0,12.745,0.0635,1.675
39,18,SC-60,NEWS-45,45.373,45.0,346.15,12.36,2.561,1252.8,12.745,0.0635,1.675
39,19,SC-60,NEWS-45,45.249,45.0,345.04,12.35,2.634,1249.9,12.745,0.0635,1.675
39,20,SC-60,NEWS-45,45.375,45.0,340.34,11.97,2.67,1243.4,12.745,0.0635,1.675
39,21,SC-60,NEWS-45,45.446,45.0,341.81,11.99,2.642,1246.8,12.745,0.0635,1.675
39,22,SC-60,NEWS-45,44.951,45.0,343.28,12.37,2.577,1237.1,12.745,0.0635,1.675
39,23,SC-60,NEWS-45,45.631,45.0,342.86,11.62,2.61,1252.6,12.745,0.0635,1.675
39,24,SC-60,NEWS-45,45.589,45.0,343.24,12.26,2.644,1246.2,12.745,0.0635,1.675
40,0,FINE-80,FINE-90,82.031,90.0,523.66,24.24,3.846,1039.7,5.072,0.1007,3.81
40,1,FINE-80,FINE-90,83.221,90.0,527.95,23.69,3.877,1034.9,5.072,0.1007,3.81
40,2,FINE-80,FINE-90,84.5,90.0,533.89,25.5,3.901,1015.1,5.072,0.1007,3.81
40,3,FINE-80,FINE-90,85.638,90.0,542.49,25.59,4.05,1008.5,5.072,0.1007,3.81
40,4,FINE-80,FINE-90,86.394,90.0,543.9,24.94,4.072,996.9,5.072,0.1007,3.81
40,5,FINE-80,FINE-90,86.73,90.0,550.21,25.87,4.166,1008.0,5.072,0.1007,3.81
40,6,FINE-80,FINE-90,87.269,90.0,554.63,26.35,4.172,1002.5,5.072,0.1007,3.81
40,7,FINE-80,FINE-90,87.59,90.0,552.98,25.47,4.179,1000.1,5.072,0.1007,3.81
40,8,FINE-80,FINE-90,88.583,90.0,556.46,26.26,4.171,987.9,5.072,0.1007,3.81
40,9,FINE-80,FINE-90,88.287,90.0,559.75,26.32,4.257,983.5,5.072,0.1007,3.81
40,10,FINE-80,FINE-90,88.644,90.0,561.07,26.15,4.309,983.1,5.072,0.1007,3.81
40,11,FINE-80,FINE-90,88.84,90.0,562.55,26.6,4.279,983.5,5.072,0.1007,3.81
40,12,FINE-80,FINE-90,88.677,90.0,559.65,26.33,4.215,994.5,5.072,0.1007,3.81
40,13,FINE-80,FINE-90,89.041,90.0,561.71,27.38,4.287,990.6,5.072,0.1007,3.81
40,14,FINE-80,FINE-90,89.787,90.0,563.36,26.43,4.235,982.4,5.072,0.1007,3.81
40,15,FINE-80,FINE-90,89.153,90.0,567.59,27.18,4.207,985.4,5.072,0.1007,3.81
40,16,FINE-80,FINE-90,89.309,90.0,563.38,25.99,4.222,979.9,5.072,0.1007,3.81
40,17,FINE-80,FINE-90,89.266,90.0,569.49,26.77,4.254,984.6,5.072,0.1007,3.81
40,18,FINE-80,FINE-90,89.695,90.0,568.51,26.88,4.281,976.6,5.072,0.1007,3.81
40,19,FINE-80,FINE-90,90.334,90.0,569.69,26.8,4.383,985.7,5.072,0.1007,3.81
40,20,FINE-80,FINE-90,89.768,90.0,565.9,26.72,4.239,977.4,5.072,0.1007,3.81
40,21,FINE-80,FINE-90,89.86,90.0,568.22,26.59,4.351,985.4,5.072,0.1007,3.81
40,22,FINE-80,FINE-90,89.628,90.0,568.95,27.32,4.272,979.0,5.072,0.1007,3.81
40,23,FINE-80,FINE-90,89.871,90.0,569.1,27.45,4.188,977.0,5.072,0.1007,3.81
40,24,FINE-80,FINE-90,90.277,90.0,569.38,26.92,4.266,988.9,5.072,0.1007,3.81
41,0,FINE-80,SC-52,83.509,52.0,501.32,25.98,4.015,1041.6,4.094,0.1247,1.667
41,1,FINE-80,SC-52,71.605,52.0,453.55,21.52,3.649,1097.1,4.094,0.1247,1.667
41,2,FINE-80,SC-52,65.757,52.0,425.11,19.62,3.342,1149.5,4.094,0.1247,1.667
41,3,FINE-80,SC-52,60.099,52.0,408.73,17.42,3.236,1154.8,4.094,0.1247,1.667
41,4,FINE-80,SC-52,57.617,52.0,395.99,17.24,3.075,1172.7,4.094,0.1247,1.667
41,5,FINE-80,SC-52,55.514,52.0,389.89,15.76,2.997,1185.5,4.094,0.1247,1.667
41,6,FINE-80,SC-52,55.348,52.0,384.76,15.86,2.918,1181.7,4.094,0.1247,1.667
41,7,FINE-80,SC-52,53.53,52.0,380.55,15.41,2.987,1182.1,4.094,0.1247,1.667
41,8,FINE-80,SC-52,52.7,52.0,378.46,16.05,2.975,1187.0,4.094,0.1247,1.667
41,9,FINE-80,SC-52,52.872,52.0,380.57,15.38,2.893,1196.7,4.094,0.1247,1.667
41,10,FINE-80,SC-52,52.651,52.0,380.95,15.8,2.928,1197.5,4.094,0.1247,1.667
41,11,FINE-80,SC-52,52.179,52.0,379.59,15.12,3.042,1201.0,4.094,0.1247,1.667
41,12,FINE-80,SC-52,51.685,52.0,376.66,14.96,2.963,1198.6,4.094,0.1247,1.667
41,13,FINE-80,SC-52,51.874,52.0,380.57,15.01,2.859,1201.2,4.094,0.1247,1.667
41,14,FINE-80,SC-52,52.448,52.0,383.36,14.63,2.953,1197.6,4.094,0.1247,1.667
41,15,FINE-80,SC-52,51.286,52.0,379.83,15.28,2.857,1203.5,4.094,0.1247,1.667
41,16,FINE-80,SC-52,51.92,52.0,378.88,14.66,2.756,1202.9,4.094,0.1247,1.667
41,17,FINE-80,SC-52,52.449,52.0,379.9,15.06,2.9,1198.3,4.094,0.1247,1.667
41,18,FINE-80,SC-52,51.971,52.0,377.8,15.43,2.979,1202.6,4.094,0.1247,1.667
41,19,FINE-80,SC-52,52.949,52.0,377.67,15.79,2.97,1199.0,4.094,0.1247,1.667
41,20,FINE-80,SC-52,51.249,52.0,380.91,15.08,2.919,1192.4,4.094,0.1247,1.667
41,21,FINE-80,SC-52,51.587,52.0,381.98,15.43,2.873,1204.5,4.094,0.1247,1.667
41,22,FINE-80,SC-52,51.0,52.0,379.71,15.37,2.924,1195.5,4.094,0.1247,1.667
41,23,FINE-80,SC-52,52.865,52.0,376.05,14.81,2.887,1204.5,4.094,0.1247,1.667
41,24,FINE-80,SC-52,51.592,52.0,380.71,16.05,2.874,1201.6,4.094,0.1247,1.667
42,0,NEWS-48,LWC-58,46.678,58.0,364.06,11.27,2.815,1227.1,11.947,0.0965,1.268
42,1,NEWS-48,LWC-58,49.381,58.0,372.67,12.14,2.807,1220.4,11.947,0.0965,1.268
42,2,NEWS-48,LWC-58,49.78,58.0,382.58,14.05,2.926,1205.4,11.947,0.0965,1.268
42,3,NEWS-48,LWC-58,52.235,58.0,384.46,14.38,2.91,1202.3,11.947,0.0965,1.268
42,4,NEWS-48,LWC-58,52.433,58.0,393.01,15.26,3.016,1192.7,11.947,0.0965,1.268
42,5,NEWS-48,LWC-58,54.909,58.0,401.94,15.63,2.975,1186.0,11.947,0.0965,1.268
42,6,NEWS-48,LWC-58,54.905,58.0,400.76,15.55,3.094,1192.0,11.947,0.0965,1.268
42,7,NEWS-48,LWC-58,54.937,58.0,404.21,16.35,3.079,1184.3,11.947,0.0965,1.268
42,8,NEWS-48,LWC-58,55.214,58.0,407.1,16.03,3.119,1175.3,11.947,0.0965,1.268
42,9,NEWS-48,LWC-58,55.992,58.0,407.69,17.57,3.169,1159.8,11.947,0.0965,1.268
42,10,NEWS-48,LWC-58,56.749,58.0,407.44,16.39,3.085,1166.6,11.947,0.0965,1.268
42,11,NEWS-48,LWC-58,56.645,58.0,412.84,17.13,3.123,1179.5,11.947,0.0965,1.268
42,12,NEWS-48,LWC-58,56.76,58.0,414.75,16.84,3.189,1162.6,11.947,0.0965,1.268
42,13,NEWS-48,LWC-58,57.112,58.0,415.35,17.75,3.277,1167.5,11.947,0.0965,1.268
42,14,NEWS-48,LWC-58,56.877,58.0,415.97,17.39,3.171,1167.5,11.947,0.0965,1.268
42,15,NEWS-48,LWC-58,57.162,58.0,417.01,17.37,3.212,1160.0,11.947,0.0965,1.268
42,16,NEWS-48,LWC-58,56.237,58.0,419.51,18.12,3.18,1153.5,11.947,0.0965,1.268
42,17,NEWS-48,LWC-58,58.14,58.0,417.53,17.76,3.286,1144.5,11.947,0.0965,1.268
42,18,NEWS-48,LWC-58,57.814,58.0,417.13,18.05,3.103,1159.2,11.947,0.0965,1.268
42,19,NEWS-48,LWC-58,57.241,58.0,418.02,17.34,3.197,1150.9,11.947,0.0965,1.268
42,20,NEWS-48,LWC-58,58.876,58.0,419.99,17.15,3.113,1155.2,11.947,0.0965,1.268
42,21,NEWS-48,LWC-58,57.844,58.0,421.86,17.93,3.07,1147.5,11.947,0.0965,1.268
42,22,NEWS-48,LWC-58,57.214,58.0,417.95,17.74,3.211,1151.9,11.947,0.0965,1.268
42,23,NEWS-48,LWC-58,58.365,58.0,419.55,18.23,3.204,1153.0,11.947,0.0965,1.268
42,24,NEWS-48,LWC-58,58.118,58.0,420.14,17.89,3.183,1153.8,11.947,0.0965,1.268
43,0,LWC-65,SC-52,66.227,52.0,456.34,19.68,3.367,1126.4,7.486,0.1177,0.86
43,1,LWC-65,SC-52,62.502,52.0,439.11,18.33,3.237,1147.0,7.486,0.1177,0.86
43,2,LWC-65,SC-52,58.305,52.0,419.54,17.92,3.175,1171.5,7.486,0.1177,0.86
43,3,LWC-65,SC-52,58.362,52.0,404.8,17.22,3.223,1173.7,7.486,0.1177,0.86
43,4,LWC-65,SC-52,55.94,52.0,399.25,16.85,3.052,1177.7,7.486,0.1177,0.86
43,5,LWC-65,SC-52,54.371,52.0,390.93,16.12,2.876,1188.9,7.486,0.1177,0.86
43,6,LWC-65,SC-52,53.986,52.0,392.72,16.1,2.944,1194.6,7.486,0.1177,0.86
43,7,LWC-65,SC-52,53.991,52.0,386.9,15.87,2.99,1193.0,7.486,0.1177,0.86
43,8,LWC-65,SC-52,51.803,52.0,382.61,16.08,2.884,1181.8,7.486,0.1177,0.86
43,9,LWC-65,SC-52,52.566,52.0,384.59,15.53,2.971,1200.0,7.486,0.1177,0.86
43,10,LWC-65,SC-52,51.56,52.0,381.68,15.42,2.929,1200.6,7.486,0.1177,0.86
43,11,LWC-65,SC-52,54.331,52.0,378.99,15.54,2.965,1202.6,7.486,0.1177,0.86
43,12,LWC-65,SC-52,52.333,52.0,381.86,15.66,2.883,1197.6,7.486,0.1177,0.86
43,13,LWC-65,SC-52,51.272,52.0,381.48,14.68,2.876,1197.5,7.486,0.1177,0.86
43,14,LWC-65,SC-52,54.835,52.0,382.82,14.51,2.934,1207.0,7.486,0.1177,0.86
43,15,LWC-65,SC-52,51.676,52.0,380.51,15.95,2.904,1192.0,7.486,0.1177,0.86
43,16,LWC-65,SC-52,51.899,52.0,380.48,15.43,2.9,1198.7,7.486,0.1177,0.86
43,17,LWC-65,SC-52,51.937,52.0,380.51,14.95,2.981,1200.6,7.486,0.1177,0.86
43,18,LWC-65,SC-52,51.388,52.0,383.32,15.06,2.932,1203.0,7.486,0.1177,0.86
43,19,LWC-65,SC-52,52.207,52.0,379.47,14.84,2.802,1200.8,7.486,0.1177,0.86
43,20,LWC-65,SC-52,50.343,52.0,381.0,15.13,2.941,1195.4,7.486,0.1177,0.86
43,21,LWC-65,SC-52,52.831,52.0,381.28,14.54,2.936,1205.8,7.486,0.1177,0.86
43,22,LWC-65,SC-52,51.155,52.0,380.73,15.44,2.96,1200.0,7.486,0.1177,0.86
43,23,LWC-65,SC-52,51.691,52.0,379.33,15.1,2.853,1191.7,7.486,0.1177,0.86
43,24,LWC-65,SC-52,52.572,52.0,380.26,15.12,2.916,1201.0,7.486,0.1177,0.86
44,0,LWC-58,SC-52,63.839,52.0,415.67,17.79,3.324,1175.9,11.355,0.1131,1.01
44,1,LWC-58,SC-52,61.801,52.0,414.26,17.33,3.252,1171.0,11.355,0.1131,1.01
44,2,LWC-58,SC-52,61.821,52.0,406.12,16.84,3.246,1175.7,11.355,0.1131,1.01
44,3,LWC-58,SC-52,59.405,52.0,407.87,16.43,3.113,1179.6,11.355,0.1131,1.01
44,4,LWC-58,SC-52,58.272,52.0,401.15,15.59,3.163,1179.4,11.355,0.1131,1.01
44,5,LWC-58,SC-52,56.9,52.0,397.69,15.98,3.092,1185.1,11.355,0.1131,1.01
44,6,LWC-58,SC-52,57.086,52.0,394.48,15.91,3.147,1193.8,11.355,0.1131,1.01
44,7,LWC-58,SC-52,56.563,52.0,394.09,16.09,3.176,1181.1,11.355,0.1131,1.01
44,8,LWC-58,SC-52,54.972,52.0,389.58,16.86,3.095,1185.8,11.355,0.1131,1.01
44,9,LWC-58,SC-52,55.643,52.0,390.67,15.46,3.026,1186.6,11.355,0.1131,1.01
44,10,LWC-58,SC-52,55.069,52.0,392.54,15.15,3.104,1191.1,11.355,0.1131,1.01
44,11,LWC-58,SC-52,55.245,52.0,388.71,15.22,3.006,1191.9,11.355,0.1131,1.01
44,12,LWC-58,SC-52,55.063,52.0,385.63,15.58,2.92,1197.4,11.355,0.1131,1.01
44,13,LWC-58,SC-52,54.004,52.0,387.46,15.73,2.954,1194.4,11.355,0.1131,1.01
44,14,LWC-58,SC-52,52.973,52.0,386.44,15.74,2.986,1196.5,11.355,0.1131,1.01
44,15,LWC-58,SC-52,52.902,52.0,389.33,15.74,2.983,1197.6,11.355,0.1131,1.01
44,16,LWC-58,SC-52,54.519,52.0,386.34,15.77,2.88,1197.3,11.355,0.1131,1.01
44,17,LWC-58,SC-52,53.245,52.0,384.79,15.11,2.876,1200.1,11.355,0.1131,1.01
44,18,LWC-58,SC-52,54.202,52.0,385.48,16.24,2.91,1196.4,11.355,0.1131,1.01
44,19,LWC-58,SC-52,53.209,52.0,382.96,15.01,2.95,1205.6,11.355,0.1131,1.01
44,20,LWC-58,SC-52,53.278,52.0,382.68,15.22,2.953,1210.4,11.355,0.1131,1.01
44,21,LWC-58,SC-52,53.312,52.0,385.81,15.79,2.924,1201.5,11.355,0.1131,1.01
44,22,LWC-58,SC-52,51.724,52.0,378.92,15.41,2.873,1199.3,11.355,0.1131,1.01
44,23,LWC-58,SC-52,52.716,52.0,383.86,13.99,3.0,1201.5,11.355,0.1131,1.01
44,24,LWC-58,SC-52,51.578,52.0,381.47,15.1,2.857,1193.1,11.355,0.1131,1.01
45,0,NEWS-48,FINE-90,46.589,90.0,373.34,11.87,2.741,1202.2,7.012,0.0971,3.197
45,1,NEWS-48,FINE-90,52.955,90.0,400.87,13.04,3.014,1174.8,7.012,0.0971,3.197
45,2,NEWS-48,FINE-90,57.973,90.0,429.48,14.82,3.185,1138.5,7.012,0.0971,3.197
45,3,NEWS-48,FINE-90,63.117,90.0,446.81,18.01,3.233,1117.7,7.012,0.0971,3.197
45,4,NEWS-48,FINE-90,66.37,90.0,465.69,18.32,3.389,1104.3,7.012,0.0971,3.197
45,5,NEWS-48,FINE-90,70.266,90.0,482.62,20.4,3.588,1085.2,7.012,0.0971,3.197
45,6,NEWS-48,FINE-90,72.743,90.0,492.66,20.78,3.506,1063.7,7.012,0.0971,3.197
45,7,NEWS-48,FINE-90,75.408,90.0,504.59,21.66,3.722,1050.4,7.012,0.0971,3.197
45,8,NEWS-48,FINE-90,77.268,90.0,514.09,22.71,3.734,1049.3,7.012,0.0971,3.197
45,9,NEWS-48,FINE-90,79.626,90.0,523.58,22.7,3.848,1033.2,7.012,0.0971,3.197
45,10,NEWS-48,FINE-90,80.668,90.0,530.31,23.76,3.914,1021.1,7.012,0.0971,3.197
45,11,NEWS-48,FINE-90,82.402,90.0,534.6,23.98,3.961,1009.0,7.012,0.0971,3.197
45,12,NEWS-48,FINE-90,83.259,90.0,540.22,23.92,3.994,1012.5,7.012,0.0971,3.197
45,13,NEWS-48,FINE-90,84.291,90.0,543.68,25.09,4.004,1009.9,7.012,0.0971,3.197
45,14,NEWS-48,FINE-90,85.193,90.0,545.17,25.09,4.206,998.6,7.012,0.0971,3.197
45,15,NEWS-48,FINE-90,85.623,90.0,551.8,25.4,4.213,999.9,7.012,0.0971,3.197
45,16,NEWS-48,FINE-90,86.517,90.0,557.78,25.09,4.085,993.7,7.012,0.0971,3.197
45,17,NEWS-48,FINE-90,87.427,90.0,554.54,26.68,4.243,992.2,7.012,0.0971,3.197
45,18,NEWS-48,FINE-90,87.174,90.0,556.75,26.48,4.162,978.7,7.012,0.0971,3.197
45,19,NEWS-48,FINE-90,88.135,90.0,558.24,26.66,4.205,988.3,7.012,0.0971,3.197
45,20,NEWS-48,FINE-90,88.555,90.0,562.88,26.15,4.209,992.8,7.012,0.0971,3.197
45,21,NEWS-48,FINE-90,88.135,90.0,563.57,25.53,4.191,983.5,7.012,0.0971,3.197
45,22,NEWS-48,FINE-90,88.178,90.0,563.42,27.46,4.283,985.9,7.012,0.0971,3.197
45,23,NEWS-48,FINE-90,88.906,90.0,562.8,26.53,4.249,981.0,7.012,0.0971,3.197
45,24,NEWS-48,FINE-90,88.823,90.0,565.6,26.25,4.226,985.8,7.012,0.0971,3.197
46,0,SC-52,NEWS-45,55.143,45.0,385.28,15.27,2.818,1204.2,5.785,0.0664,4.732
46,1,SC-52,NEWS-45,54.073,45.0,375.35,13.99,2.839,1215.8,5.785,0.0664,4.732
46,2,SC-52,NEWS-45,52.395,45.0,368.56,13.56,2.785,1214.3,5.785,0.0664,4.732
46,3,SC-52,NEWS-45,51.498,45.0,365.0,13.36,2.767,1237.5,5.785,0.0664,4.732
46,4,SC-52,NEWS-45,50.566,45.0,359.02,13.29,2.654,1235.1,5.785,0.0664,4.732
46,5,SC-52,NEWS-45,49.714,45.0,356.52,12.82,2.685,1234.3,5.785,0.0664,4.732
46,6,SC-52,NEWS-45,48.777,45.0,359.32,12.73,2.754,1235.3,5.785,0.0664,4.732
46,7,SC-52,NEWS-45,48.459,45.0,350.68,13.35,2.665,1236.3,5.785,0.0664,4.732
46,8,SC-52,NEWS-45,48.227,45.0,350.11,12.73,2.679,1231.3,5.785,0.0664,4.732
46,9,SC-52,NEWS-45,47.012,45.0,347.72,12.82,2.585,1234.0,5.785,0.0664,4.732
46,10,SC-52,NEWS-45,46.767,45.0,345.18,12.29,2.627,1253.5,5.785,0.0664,4.732
46,11,SC-52,NEWS-45,46.721,45.0,346.94,12.18,2.703,1252.9,5.785,0.0664,4.732
46,12,SC-52,NEWS-45,46.136,45.0,345.2,12.56,2.577,1243.0,5.785,0.0664,4.732
46,13,SC-52,NEWS-45,45.691,45.0,346.13,12.42,2.672,1251.1,5.785,0.0664,4.732
46,14,SC-52,NEWS-45,46.373,45.0,345.24,12.69,2.64,1249.7,5.785,0.0664,4.732
46,15,SC-52,NEWS-45,45.218,45.0,344.85,12.91,2.615,1250.8,5.785,0.0664,4.732
46,16,SC-52,NEWS-45,45.632,45.0,340.72,11.87,2.61,1240.9,5.785,0.0664,4.732
46,17,SC-52,NEWS-45,45.866,45.0,343.43,12.62,2.596,1239.4,5.785,0.0664,4.732
46,18,SC-52,NEWS-45,45.621,45.0,343.14,11.62,2.598,1254.6,5.785,0.0664,4.732
46,19,SC-52,NEWS-45,45.343,45.0,339.48,13.17,2.662,1239.0,5.785,0.0664,4.732
46,20,SC-52,NEWS-45,45.06,45.0,340.64,11.72,2.592,1248.4,5.785,0.0664,4.732
46,21,SC-52,NEWS-45,45.434,45.0,338.16,12.44,2.702,1247.4,5.785,0.0664,4.732
46,22,SC-52,NEWS-45,44.984,45.0,342.24,11.54,2.625,1247.1,5.785,0.0664,4.732
46,23,SC-52,NEWS-45,45.318,45.0,342.09,12.0,2.58,1251.1,5.785,0.0664,4.732
46,24,SC-52,NEWS-45,45.244,45.0,343.5,12.83,2.656,1246.2,5.785,0.0664,4.732
47,0,FINE-90,SC-52,90.316,52.0,574.01,23.71,4.211,1010.4,13.761,0.1026,4.574
47,1,FINE-90,SC-52,85.295,52.0,549.96,22.99,3.982,1045.4,13.761,0.1026,4.574
47,2,FINE-90,SC-52,79.68,52.0,526.83,21.52,3.879,1072.2,13.761,0.1026,4.574
47,3,FINE-90,SC-52,76.029,52.0,509.19,19.97,3.78,1085.3,13.761,0.1026,4.574
47,4,FINE-90,SC-52,72.766,52.0,493.24,19.62,3.572,1096.6,13.761,0.1026,4.574
47,5,FINE-90,SC-52,70.028,52.0,477.8,19.27,3.572,1119.9,13.761,0.1026,4.574
47,6,FINE-90,SC-52,67.776,52.0,461.86,18.66,3.401,1130.5,13.761,0.1026,4.574
47,7,FINE-90,SC-52,65.237,52.0,455.21,16.92,3.344,1132.4,13.761,0.1026,4.574
47,8,FINE-90,SC-52,62.967,52.0,445.75,17.36,3.33,1148.3,13.761,0.1026,4.574
47,9,FINE-90,SC-52,62.054,52.0,435.35,16.35,3.214,1159.0,13.761,0.1026,4.574
47,10,FINE-90,SC-52,60.658,52.0,426.89,17.17,3.201,1166.4,13.761,0.1026,4.574
47,11,FINE-90,SC-52,58.671,52.0,426.09,16.85,3.142,1165.8,13.761,0.1026,4.574
47,12,FINE-90,SC-52,58.239,52.0,418.6,15.78,3.129,1169.2,13.761,0.1026,4.574
47,13,FINE-90,SC-52,56.891,52.0,412.35,15.65,2.972,1181.2,13.761,0.1026,4.574
47,14,FINE-90,SC-52,56.418,52.0,406.34,15.64,2.973,1172.6,13.761,0.1026,4.574
47,15,FINE-90,SC-52,55.702,52.0,403.32,14.61,3.073,1183.8,13.761,0.1026,4.574
47,16,FINE-90,SC-52,55.66,52.0,404.38,15.79,3.074,1177.4,13.761,0.1026,4.574
47,17,FINE-90,SC-52,54.975,52.0,399.26,15.39,2.96,1191.8,13.761,0.1026,4.574
